targetId,comparatorId,outcomeId,outcomeName,type
897,917,376707,Acute conjunctivitis,outcome
897,917,378424,Astigmatism,outcome
897,917,381581,Chalazion,outcome
897,917,134438,Contact dermatitis,outcome
897,917,201606,Crohn's disease,outcome
897,917,260134,Croup,outcome
897,917,196456,Gallstone,outcome
897,917,4166231,Genetic predisposition,outcome
897,917,441788,Human papilloma virus infection,outcome
897,917,140480,Impetigo,outcome
897,917,139099,Ingrowing nail,outcome
897,917,75576,Irritable bowel syndrome,outcome
897,917,4134455,Mononeuropathy,outcome
897,917,4215978,Onychomycosis,outcome
897,917,140648,Onychomycosis due to dermatophyte,outcome
897,917,4091513,Passing flatus,outcome
897,917,4112731,Polyp of intestine,outcome
897,917,4234533,Tonsillitis,outcome
897,917,81893,Ulcerative colitis,outcome
897,917,140641,Verruca vulgaris,outcome
897,917,260427,Common cold,outcome
897,917,379019,Conjunctivitis,outcome
897,917,4332246,Aneurysm,outcome
897,917,432585,Blood coagulation disorder,outcome
897,917,195588,Cystitis,outcome
897,917,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
897,917,4010658,Difficulty passing urine,outcome
897,917,440674,Gout,outcome
897,917,4078925,Pulmonary edema,outcome
897,917,378416,Retinal disorder,outcome
897,917,138455,Stomatitis,outcome
892,917,376707,Acute conjunctivitis,outcome
892,917,378424,Astigmatism,outcome
892,917,381581,Chalazion,outcome
892,917,134438,Contact dermatitis,outcome
892,917,201606,Crohn's disease,outcome
892,917,260134,Croup,outcome
892,917,196456,Gallstone,outcome
892,917,4166231,Genetic predisposition,outcome
892,917,441788,Human papilloma virus infection,outcome
892,917,140480,Impetigo,outcome
892,917,139099,Ingrowing nail,outcome
892,917,75576,Irritable bowel syndrome,outcome
892,917,4134455,Mononeuropathy,outcome
892,917,4215978,Onychomycosis,outcome
892,917,140648,Onychomycosis due to dermatophyte,outcome
892,917,4091513,Passing flatus,outcome
892,917,4112731,Polyp of intestine,outcome
892,917,4234533,Tonsillitis,outcome
892,917,81893,Ulcerative colitis,outcome
892,917,140641,Verruca vulgaris,outcome
892,917,260427,Common cold,outcome
892,917,379019,Conjunctivitis,outcome
892,917,4332246,Aneurysm,outcome
892,917,432585,Blood coagulation disorder,outcome
892,917,195588,Cystitis,outcome
892,917,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
892,917,4010658,Difficulty passing urine,outcome
892,917,440674,Gout,outcome
892,917,4078925,Pulmonary edema,outcome
892,917,378416,Retinal disorder,outcome
892,917,138455,Stomatitis,outcome
897,892,376707,Acute conjunctivitis,outcome
897,892,378424,Astigmatism,outcome
897,892,381581,Chalazion,outcome
897,892,134438,Contact dermatitis,outcome
897,892,201606,Crohn's disease,outcome
897,892,260134,Croup,outcome
897,892,196456,Gallstone,outcome
897,892,4166231,Genetic predisposition,outcome
897,892,441788,Human papilloma virus infection,outcome
897,892,140480,Impetigo,outcome
897,892,139099,Ingrowing nail,outcome
897,892,75576,Irritable bowel syndrome,outcome
897,892,4134455,Mononeuropathy,outcome
897,892,4215978,Onychomycosis,outcome
897,892,140648,Onychomycosis due to dermatophyte,outcome
897,892,4091513,Passing flatus,outcome
897,892,4112731,Polyp of intestine,outcome
897,892,4234533,Tonsillitis,outcome
897,892,81893,Ulcerative colitis,outcome
897,892,140641,Verruca vulgaris,outcome
897,892,260427,Common cold,outcome
897,892,379019,Conjunctivitis,outcome
897,892,4332246,Aneurysm,outcome
897,892,432585,Blood coagulation disorder,outcome
897,892,195588,Cystitis,outcome
897,892,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
897,892,4010658,Difficulty passing urine,outcome
897,892,440674,Gout,outcome
897,892,4078925,Pulmonary edema,outcome
897,892,378416,Retinal disorder,outcome
897,892,138455,Stomatitis,outcome
857,867,376707,Acute conjunctivitis,outcome
857,867,378424,Astigmatism,outcome
857,867,381581,Chalazion,outcome
857,867,134438,Contact dermatitis,outcome
857,867,201606,Crohn's disease,outcome
857,867,260134,Croup,outcome
857,867,196456,Gallstone,outcome
857,867,4166231,Genetic predisposition,outcome
857,867,441788,Human papilloma virus infection,outcome
857,867,140480,Impetigo,outcome
857,867,139099,Ingrowing nail,outcome
857,867,75576,Irritable bowel syndrome,outcome
857,867,4134455,Mononeuropathy,outcome
857,867,4215978,Onychomycosis,outcome
857,867,140648,Onychomycosis due to dermatophyte,outcome
857,867,4091513,Passing flatus,outcome
857,867,4112731,Polyp of intestine,outcome
857,867,4234533,Tonsillitis,outcome
857,867,81893,Ulcerative colitis,outcome
857,867,140641,Verruca vulgaris,outcome
857,867,260427,Common cold,outcome
857,867,379019,Conjunctivitis,outcome
857,867,4332246,Aneurysm,outcome
857,867,432585,Blood coagulation disorder,outcome
857,867,195588,Cystitis,outcome
857,867,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
857,867,4010658,Difficulty passing urine,outcome
857,867,440674,Gout,outcome
857,867,4078925,Pulmonary edema,outcome
857,867,378416,Retinal disorder,outcome
857,867,138455,Stomatitis,outcome
877,857,376707,Acute conjunctivitis,outcome
877,857,378424,Astigmatism,outcome
877,857,381581,Chalazion,outcome
877,857,134438,Contact dermatitis,outcome
877,857,201606,Crohn's disease,outcome
877,857,260134,Croup,outcome
877,857,196456,Gallstone,outcome
877,857,4166231,Genetic predisposition,outcome
877,857,441788,Human papilloma virus infection,outcome
877,857,140480,Impetigo,outcome
877,857,139099,Ingrowing nail,outcome
877,857,75576,Irritable bowel syndrome,outcome
877,857,4134455,Mononeuropathy,outcome
877,857,4215978,Onychomycosis,outcome
877,857,140648,Onychomycosis due to dermatophyte,outcome
877,857,4091513,Passing flatus,outcome
877,857,4112731,Polyp of intestine,outcome
877,857,4234533,Tonsillitis,outcome
877,857,81893,Ulcerative colitis,outcome
877,857,140641,Verruca vulgaris,outcome
877,857,260427,Common cold,outcome
877,857,379019,Conjunctivitis,outcome
877,857,4332246,Aneurysm,outcome
877,857,432585,Blood coagulation disorder,outcome
877,857,195588,Cystitis,outcome
877,857,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
877,857,4010658,Difficulty passing urine,outcome
877,857,440674,Gout,outcome
877,857,4078925,Pulmonary edema,outcome
877,857,378416,Retinal disorder,outcome
877,857,138455,Stomatitis,outcome
872,857,376707,Acute conjunctivitis,outcome
872,857,378424,Astigmatism,outcome
872,857,381581,Chalazion,outcome
872,857,134438,Contact dermatitis,outcome
872,857,201606,Crohn's disease,outcome
872,857,260134,Croup,outcome
872,857,196456,Gallstone,outcome
872,857,4166231,Genetic predisposition,outcome
872,857,441788,Human papilloma virus infection,outcome
872,857,140480,Impetigo,outcome
872,857,139099,Ingrowing nail,outcome
872,857,75576,Irritable bowel syndrome,outcome
872,857,4134455,Mononeuropathy,outcome
872,857,4215978,Onychomycosis,outcome
872,857,140648,Onychomycosis due to dermatophyte,outcome
872,857,4091513,Passing flatus,outcome
872,857,4112731,Polyp of intestine,outcome
872,857,4234533,Tonsillitis,outcome
872,857,81893,Ulcerative colitis,outcome
872,857,140641,Verruca vulgaris,outcome
872,857,260427,Common cold,outcome
872,857,379019,Conjunctivitis,outcome
872,857,4332246,Aneurysm,outcome
872,857,432585,Blood coagulation disorder,outcome
872,857,195588,Cystitis,outcome
872,857,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
872,857,4010658,Difficulty passing urine,outcome
872,857,440674,Gout,outcome
872,857,4078925,Pulmonary edema,outcome
872,857,378416,Retinal disorder,outcome
872,857,138455,Stomatitis,outcome
912,887,376707,Acute conjunctivitis,outcome
912,887,378424,Astigmatism,outcome
912,887,381581,Chalazion,outcome
912,887,134438,Contact dermatitis,outcome
912,887,201606,Crohn's disease,outcome
912,887,260134,Croup,outcome
912,887,196456,Gallstone,outcome
912,887,4166231,Genetic predisposition,outcome
912,887,441788,Human papilloma virus infection,outcome
912,887,140480,Impetigo,outcome
912,887,139099,Ingrowing nail,outcome
912,887,75576,Irritable bowel syndrome,outcome
912,887,4134455,Mononeuropathy,outcome
912,887,4215978,Onychomycosis,outcome
912,887,140648,Onychomycosis due to dermatophyte,outcome
912,887,4091513,Passing flatus,outcome
912,887,4112731,Polyp of intestine,outcome
912,887,4234533,Tonsillitis,outcome
912,887,81893,Ulcerative colitis,outcome
912,887,140641,Verruca vulgaris,outcome
912,887,260427,Common cold,outcome
912,887,379019,Conjunctivitis,outcome
912,887,4332246,Aneurysm,outcome
912,887,432585,Blood coagulation disorder,outcome
912,887,195588,Cystitis,outcome
912,887,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
912,887,4010658,Difficulty passing urine,outcome
912,887,440674,Gout,outcome
912,887,4078925,Pulmonary edema,outcome
912,887,378416,Retinal disorder,outcome
912,887,138455,Stomatitis,outcome
897,912,376707,Acute conjunctivitis,outcome
897,912,378424,Astigmatism,outcome
897,912,381581,Chalazion,outcome
897,912,134438,Contact dermatitis,outcome
897,912,201606,Crohn's disease,outcome
897,912,260134,Croup,outcome
897,912,196456,Gallstone,outcome
897,912,4166231,Genetic predisposition,outcome
897,912,441788,Human papilloma virus infection,outcome
897,912,140480,Impetigo,outcome
897,912,139099,Ingrowing nail,outcome
897,912,75576,Irritable bowel syndrome,outcome
897,912,4134455,Mononeuropathy,outcome
897,912,4215978,Onychomycosis,outcome
897,912,140648,Onychomycosis due to dermatophyte,outcome
897,912,4091513,Passing flatus,outcome
897,912,4112731,Polyp of intestine,outcome
897,912,4234533,Tonsillitis,outcome
897,912,81893,Ulcerative colitis,outcome
897,912,140641,Verruca vulgaris,outcome
897,912,260427,Common cold,outcome
897,912,379019,Conjunctivitis,outcome
897,912,4332246,Aneurysm,outcome
897,912,432585,Blood coagulation disorder,outcome
897,912,195588,Cystitis,outcome
897,912,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
897,912,4010658,Difficulty passing urine,outcome
897,912,440674,Gout,outcome
897,912,4078925,Pulmonary edema,outcome
897,912,378416,Retinal disorder,outcome
897,912,138455,Stomatitis,outcome
892,912,376707,Acute conjunctivitis,outcome
892,912,378424,Astigmatism,outcome
892,912,381581,Chalazion,outcome
892,912,134438,Contact dermatitis,outcome
892,912,201606,Crohn's disease,outcome
892,912,260134,Croup,outcome
892,912,196456,Gallstone,outcome
892,912,4166231,Genetic predisposition,outcome
892,912,441788,Human papilloma virus infection,outcome
892,912,140480,Impetigo,outcome
892,912,139099,Ingrowing nail,outcome
892,912,75576,Irritable bowel syndrome,outcome
892,912,4134455,Mononeuropathy,outcome
892,912,4215978,Onychomycosis,outcome
892,912,140648,Onychomycosis due to dermatophyte,outcome
892,912,4091513,Passing flatus,outcome
892,912,4112731,Polyp of intestine,outcome
892,912,4234533,Tonsillitis,outcome
892,912,81893,Ulcerative colitis,outcome
892,912,140641,Verruca vulgaris,outcome
892,912,260427,Common cold,outcome
892,912,379019,Conjunctivitis,outcome
892,912,4332246,Aneurysm,outcome
892,912,432585,Blood coagulation disorder,outcome
892,912,195588,Cystitis,outcome
892,912,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
892,912,4010658,Difficulty passing urine,outcome
892,912,440674,Gout,outcome
892,912,4078925,Pulmonary edema,outcome
892,912,378416,Retinal disorder,outcome
892,912,138455,Stomatitis,outcome
887,912,376707,Acute conjunctivitis,outcome
887,912,378424,Astigmatism,outcome
887,912,381581,Chalazion,outcome
887,912,134438,Contact dermatitis,outcome
887,912,201606,Crohn's disease,outcome
887,912,260134,Croup,outcome
887,912,196456,Gallstone,outcome
887,912,4166231,Genetic predisposition,outcome
887,912,441788,Human papilloma virus infection,outcome
887,912,140480,Impetigo,outcome
887,912,139099,Ingrowing nail,outcome
887,912,75576,Irritable bowel syndrome,outcome
887,912,4134455,Mononeuropathy,outcome
887,912,4215978,Onychomycosis,outcome
887,912,140648,Onychomycosis due to dermatophyte,outcome
887,912,4091513,Passing flatus,outcome
887,912,4112731,Polyp of intestine,outcome
887,912,4234533,Tonsillitis,outcome
887,912,81893,Ulcerative colitis,outcome
887,912,140641,Verruca vulgaris,outcome
887,912,260427,Common cold,outcome
887,912,379019,Conjunctivitis,outcome
887,912,4332246,Aneurysm,outcome
887,912,432585,Blood coagulation disorder,outcome
887,912,195588,Cystitis,outcome
887,912,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
887,912,4010658,Difficulty passing urine,outcome
887,912,440674,Gout,outcome
887,912,4078925,Pulmonary edema,outcome
887,912,378416,Retinal disorder,outcome
887,912,138455,Stomatitis,outcome
887,917,376707,Acute conjunctivitis,outcome
887,917,378424,Astigmatism,outcome
887,917,381581,Chalazion,outcome
887,917,134438,Contact dermatitis,outcome
887,917,201606,Crohn's disease,outcome
887,917,260134,Croup,outcome
887,917,196456,Gallstone,outcome
887,917,4166231,Genetic predisposition,outcome
887,917,441788,Human papilloma virus infection,outcome
887,917,140480,Impetigo,outcome
887,917,139099,Ingrowing nail,outcome
887,917,75576,Irritable bowel syndrome,outcome
887,917,4134455,Mononeuropathy,outcome
887,917,4215978,Onychomycosis,outcome
887,917,140648,Onychomycosis due to dermatophyte,outcome
887,917,4091513,Passing flatus,outcome
887,917,4112731,Polyp of intestine,outcome
887,917,4234533,Tonsillitis,outcome
887,917,81893,Ulcerative colitis,outcome
887,917,140641,Verruca vulgaris,outcome
887,917,260427,Common cold,outcome
887,917,379019,Conjunctivitis,outcome
887,917,4332246,Aneurysm,outcome
887,917,432585,Blood coagulation disorder,outcome
887,917,195588,Cystitis,outcome
887,917,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
887,917,4010658,Difficulty passing urine,outcome
887,917,440674,Gout,outcome
887,917,4078925,Pulmonary edema,outcome
887,917,378416,Retinal disorder,outcome
887,917,138455,Stomatitis,outcome
867,857,376707,Acute conjunctivitis,outcome
867,857,378424,Astigmatism,outcome
867,857,381581,Chalazion,outcome
867,857,134438,Contact dermatitis,outcome
867,857,201606,Crohn's disease,outcome
867,857,260134,Croup,outcome
867,857,196456,Gallstone,outcome
867,857,4166231,Genetic predisposition,outcome
867,857,441788,Human papilloma virus infection,outcome
867,857,140480,Impetigo,outcome
867,857,139099,Ingrowing nail,outcome
867,857,75576,Irritable bowel syndrome,outcome
867,857,4134455,Mononeuropathy,outcome
867,857,4215978,Onychomycosis,outcome
867,857,140648,Onychomycosis due to dermatophyte,outcome
867,857,4091513,Passing flatus,outcome
867,857,4112731,Polyp of intestine,outcome
867,857,4234533,Tonsillitis,outcome
867,857,81893,Ulcerative colitis,outcome
867,857,140641,Verruca vulgaris,outcome
867,857,260427,Common cold,outcome
867,857,379019,Conjunctivitis,outcome
867,857,4332246,Aneurysm,outcome
867,857,432585,Blood coagulation disorder,outcome
867,857,195588,Cystitis,outcome
867,857,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
867,857,4010658,Difficulty passing urine,outcome
867,857,440674,Gout,outcome
867,857,4078925,Pulmonary edema,outcome
867,857,378416,Retinal disorder,outcome
867,857,138455,Stomatitis,outcome
867,862,376707,Acute conjunctivitis,outcome
867,862,378424,Astigmatism,outcome
867,862,381581,Chalazion,outcome
867,862,134438,Contact dermatitis,outcome
867,862,201606,Crohn's disease,outcome
867,862,260134,Croup,outcome
867,862,196456,Gallstone,outcome
867,862,4166231,Genetic predisposition,outcome
867,862,441788,Human papilloma virus infection,outcome
867,862,140480,Impetigo,outcome
867,862,139099,Ingrowing nail,outcome
867,862,75576,Irritable bowel syndrome,outcome
867,862,4134455,Mononeuropathy,outcome
867,862,4215978,Onychomycosis,outcome
867,862,140648,Onychomycosis due to dermatophyte,outcome
867,862,4091513,Passing flatus,outcome
867,862,4112731,Polyp of intestine,outcome
867,862,4234533,Tonsillitis,outcome
867,862,81893,Ulcerative colitis,outcome
867,862,140641,Verruca vulgaris,outcome
867,862,260427,Common cold,outcome
867,862,379019,Conjunctivitis,outcome
867,862,4332246,Aneurysm,outcome
867,862,432585,Blood coagulation disorder,outcome
867,862,195588,Cystitis,outcome
867,862,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
867,862,4010658,Difficulty passing urine,outcome
867,862,440674,Gout,outcome
867,862,4078925,Pulmonary edema,outcome
867,862,378416,Retinal disorder,outcome
867,862,138455,Stomatitis,outcome
912,1039,376707,Acute conjunctivitis,outcome
912,1039,378424,Astigmatism,outcome
912,1039,381581,Chalazion,outcome
912,1039,134438,Contact dermatitis,outcome
912,1039,201606,Crohn's disease,outcome
912,1039,260134,Croup,outcome
912,1039,196456,Gallstone,outcome
912,1039,4166231,Genetic predisposition,outcome
912,1039,441788,Human papilloma virus infection,outcome
912,1039,140480,Impetigo,outcome
912,1039,139099,Ingrowing nail,outcome
912,1039,75576,Irritable bowel syndrome,outcome
912,1039,4134455,Mononeuropathy,outcome
912,1039,4215978,Onychomycosis,outcome
912,1039,140648,Onychomycosis due to dermatophyte,outcome
912,1039,4091513,Passing flatus,outcome
912,1039,4112731,Polyp of intestine,outcome
912,1039,4234533,Tonsillitis,outcome
912,1039,81893,Ulcerative colitis,outcome
912,1039,140641,Verruca vulgaris,outcome
912,1039,260427,Common cold,outcome
912,1039,379019,Conjunctivitis,outcome
912,1039,4332246,Aneurysm,outcome
912,1039,432585,Blood coagulation disorder,outcome
912,1039,195588,Cystitis,outcome
912,1039,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
912,1039,4010658,Difficulty passing urine,outcome
912,1039,440674,Gout,outcome
912,1039,4078925,Pulmonary edema,outcome
912,1039,378416,Retinal disorder,outcome
912,1039,138455,Stomatitis,outcome
857,1041,376707,Acute conjunctivitis,outcome
857,1041,378424,Astigmatism,outcome
857,1041,381581,Chalazion,outcome
857,1041,134438,Contact dermatitis,outcome
857,1041,201606,Crohn's disease,outcome
857,1041,260134,Croup,outcome
857,1041,196456,Gallstone,outcome
857,1041,4166231,Genetic predisposition,outcome
857,1041,441788,Human papilloma virus infection,outcome
857,1041,140480,Impetigo,outcome
857,1041,139099,Ingrowing nail,outcome
857,1041,75576,Irritable bowel syndrome,outcome
857,1041,4134455,Mononeuropathy,outcome
857,1041,4215978,Onychomycosis,outcome
857,1041,140648,Onychomycosis due to dermatophyte,outcome
857,1041,4091513,Passing flatus,outcome
857,1041,4112731,Polyp of intestine,outcome
857,1041,4234533,Tonsillitis,outcome
857,1041,81893,Ulcerative colitis,outcome
857,1041,140641,Verruca vulgaris,outcome
857,1041,260427,Common cold,outcome
857,1041,379019,Conjunctivitis,outcome
857,1041,4332246,Aneurysm,outcome
857,1041,432585,Blood coagulation disorder,outcome
857,1041,195588,Cystitis,outcome
857,1041,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
857,1041,4010658,Difficulty passing urine,outcome
857,1041,440674,Gout,outcome
857,1041,4078925,Pulmonary edema,outcome
857,1041,378416,Retinal disorder,outcome
857,1041,138455,Stomatitis,outcome
1039,912,376707,Acute conjunctivitis,outcome
1039,912,378424,Astigmatism,outcome
1039,912,381581,Chalazion,outcome
1039,912,134438,Contact dermatitis,outcome
1039,912,201606,Crohn's disease,outcome
1039,912,260134,Croup,outcome
1039,912,196456,Gallstone,outcome
1039,912,4166231,Genetic predisposition,outcome
1039,912,441788,Human papilloma virus infection,outcome
1039,912,140480,Impetigo,outcome
1039,912,139099,Ingrowing nail,outcome
1039,912,75576,Irritable bowel syndrome,outcome
1039,912,4134455,Mononeuropathy,outcome
1039,912,4215978,Onychomycosis,outcome
1039,912,140648,Onychomycosis due to dermatophyte,outcome
1039,912,4091513,Passing flatus,outcome
1039,912,4112731,Polyp of intestine,outcome
1039,912,4234533,Tonsillitis,outcome
1039,912,81893,Ulcerative colitis,outcome
1039,912,140641,Verruca vulgaris,outcome
1039,912,260427,Common cold,outcome
1039,912,379019,Conjunctivitis,outcome
1039,912,4332246,Aneurysm,outcome
1039,912,432585,Blood coagulation disorder,outcome
1039,912,195588,Cystitis,outcome
1039,912,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
1039,912,4010658,Difficulty passing urine,outcome
1039,912,440674,Gout,outcome
1039,912,4078925,Pulmonary edema,outcome
1039,912,378416,Retinal disorder,outcome
1039,912,138455,Stomatitis,outcome
1043,912,376707,Acute conjunctivitis,outcome
1043,912,378424,Astigmatism,outcome
1043,912,381581,Chalazion,outcome
1043,912,134438,Contact dermatitis,outcome
1043,912,201606,Crohn's disease,outcome
1043,912,260134,Croup,outcome
1043,912,196456,Gallstone,outcome
1043,912,4166231,Genetic predisposition,outcome
1043,912,441788,Human papilloma virus infection,outcome
1043,912,140480,Impetigo,outcome
1043,912,139099,Ingrowing nail,outcome
1043,912,75576,Irritable bowel syndrome,outcome
1043,912,4134455,Mononeuropathy,outcome
1043,912,4215978,Onychomycosis,outcome
1043,912,140648,Onychomycosis due to dermatophyte,outcome
1043,912,4091513,Passing flatus,outcome
1043,912,4112731,Polyp of intestine,outcome
1043,912,4234533,Tonsillitis,outcome
1043,912,81893,Ulcerative colitis,outcome
1043,912,140641,Verruca vulgaris,outcome
1043,912,260427,Common cold,outcome
1043,912,379019,Conjunctivitis,outcome
1043,912,4332246,Aneurysm,outcome
1043,912,432585,Blood coagulation disorder,outcome
1043,912,195588,Cystitis,outcome
1043,912,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
1043,912,4010658,Difficulty passing urine,outcome
1043,912,440674,Gout,outcome
1043,912,4078925,Pulmonary edema,outcome
1043,912,378416,Retinal disorder,outcome
1043,912,138455,Stomatitis,outcome
1042,912,376707,Acute conjunctivitis,outcome
1042,912,378424,Astigmatism,outcome
1042,912,381581,Chalazion,outcome
